City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,zhoucheng,35.9122,116.3117,31.26,70,48,0.76,CN,1723089972
277,tobelo,1.7284,128.0095,28.82,72,4,2.93,ID,1723089961
278,bhalwal,32.272,72.9043,30.36,73,84,4.84,PK,1723089973
279,koyulhisar,40.3025,37.8311,15.5,85,58,1.0,TR,1723089973
280,panjakent,39.4952,67.6093,30.79,21,0,1.27,TJ,1723089973
281,santa quiteria,-4.3319,-40.1567,22.07,77,4,1.32,BR,1723089973
282,vilyuchinsk,52.9306,158.4028,28.15,78,27,5.28,RU,1723089936
283,holualoa,19.6228,-155.9522,25.91,85,75,3.6,US,1723089973
284,gadzhiyevo,69.2551,33.3362,14.48,61,72,3.51,RU,1723089973
285,limassol,34.675,33.0333,25.1,88,0,1.03,CY,1723089973
286,malango,-2.9627,119.9001,27.14,58,38,2.11,ID,1723089958
287,kitgum,3.2783,32.8867,18.26,92,57,0.59,UG,1723089974
288,san antonio de pale,-1.4014,5.6325,22.64,82,100,5.21,GQ,1723089937
289,hithadhoo,-0.6,73.0833,27.64,75,100,4.25,MV,1723089941
290,bardai,11.65,7.2333,20.87,96,99,4.77,NG,1723089974
291,two rivers,44.1539,-87.5693,19.1,86,0,0.0,US,1723089974
292,northam,51.0333,-4.2167,17.03,93,45,5.48,GB,1723089974
293,luderitz,-26.6481,15.1594,9.87,82,0,2.84,NA,1723089940
294,necochea,-38.5473,-58.7368,6.3,94,100,12.01,AR,1723089856
295,manacapuru,-3.2997,-60.6206,26.45,57,1,1.86,BR,1723089958
296,kusong,39.9811,125.2447,30.38,66,24,1.97,KP,1723089975
297,yarmouth,41.7057,-70.2286,17.76,91,75,0.89,US,1723089930
298,bel ombre,-4.6167,55.4167,25.91,89,40,5.14,SC,1723089975
299,bokovskaya,49.229,41.8306,22.57,49,22,2.04,RU,1723089975
300,iskateley,67.6803,53.1512,11.22,62,0,2.2,RU,1723089942
301,port saint john's,-31.6229,29.5448,17.9,28,0,3.22,ZA,1723089976
302,fortaleza,-3.7227,-38.5247,26.79,78,75,5.14,BR,1723089797
303,la asuncion,11.0333,-63.8628,26.1,87,5,3.64,VE,1723089976
304,alaghsas,17.0187,8.0168,27.32,59,39,2.49,NE,1723089955
305,ts'q'alt'ubo,42.3413,42.5976,21.36,76,1,1.43,GE,1723089976
306,alindao,5.0267,21.2088,19.75,97,65,0.84,CF,1723089976
307,muli,2.9167,73.5667,26.46,83,100,6.18,MV,1723089976
308,lompoc,34.6391,-120.4579,19.83,82,0,2.06,US,1723089964
309,watsa,3.0372,29.5355,16.47,99,74,0.91,CD,1723089977
310,camayenne,9.535,-13.6878,25.05,94,75,3.09,GN,1723089977
311,nemuro,43.3236,145.575,17.18,100,100,3.09,JP,1723089955
312,vila franca do campo,37.7167,-25.4333,22.23,88,39,2.79,PT,1723089947
313,jackson,42.4165,-122.8345,28.53,24,100,2.57,US,1723089977
314,tandalti,13.0167,31.8667,26.14,74,94,3.78,SD,1723089977
315,starkville,33.4504,-88.8184,24.13,83,100,2.06,US,1723089977
316,east london,-33.0153,27.9116,9.52,71,0,1.54,ZA,1723089955
317,san clemente,33.427,-117.612,23.05,90,14,1.34,US,1723089741
318,pontes e lacerda,-15.2261,-59.3353,26.34,38,89,1.0,BR,1723089700
319,las tablas,7.7667,-80.2833,25.1,99,100,1.2,PA,1723089978
320,amble,55.3333,-1.5833,13.42,88,0,4.63,GB,1723089978
321,concepcion,-36.827,-73.0498,5.89,87,0,2.06,CL,1723089571
322,turkmenbasy,40.0222,52.9552,25.43,69,0,8.23,TM,1723089978
323,bairnsdale,-37.8333,147.6167,17.81,44,100,0.89,AU,1723089946
324,coquimbo,-29.9533,-71.3436,11.85,72,100,0.51,CL,1723089945
325,kismayo,-0.3582,42.5454,24.8,76,54,6.83,SO,1723089979
326,carmo do paranaiba,-19.0008,-46.3161,15.06,55,1,0.19,BR,1723089979
327,anqing,30.5092,117.0506,37.38,47,0,3.85,CN,1723089979
328,reggane,26.7158,0.1714,34.56,12,2,7.36,DZ,1723089933
329,flying fish cove,-10.4217,105.6791,26.82,83,100,7.72,CX,1723089938
330,bamboo flat,11.7,92.7167,30.05,74,75,3.09,IN,1723089853
331,cromer,52.9312,1.2989,15.08,89,35,5.81,GB,1723089979
332,mondariz,42.2311,-8.4584,19.19,88,0,0.51,ES,1723089979
333,tura,25.5198,90.2201,28.6,77,61,3.04,IN,1723089966
334,alipur,29.3846,70.9116,34.75,51,0,5.01,PK,1723089979
335,ardmore,34.1743,-97.1436,29.3,69,0,0.0,US,1723089980
336,diano marina,43.9103,8.0793,25.87,88,20,0.45,IT,1723089980
337,auki,-8.7676,160.7034,26.89,86,100,2.16,SB,1723089968
338,taibet,33.0829,6.3998,29.88,31,0,4.52,DZ,1723089980
339,undurkhaan,47.3194,110.6556,23.27,62,100,3.37,MN,1723089980
340,pandan,14.0453,124.1694,32.1,64,18,4.02,PH,1723089980
341,portland,45.5234,-122.6762,27.04,54,0,3.6,US,1723089952
342,ugoofaaru,5.6667,73.0,28.18,75,13,7.29,MV,1723089980
343,sao luis de montes belos,-16.525,-50.3722,19.68,42,0,0.38,BR,1723089762
344,baley,51.6,116.6333,26.23,30,48,1.84,RU,1723089981
345,whitby,54.4877,-0.615,15.17,86,26,4.69,GB,1723089981
346,cannonvale,-20.2833,148.7,23.66,73,35,7.33,AU,1723089981
347,valparaiso,-33.0393,-71.6273,6.8,87,0,1.54,CL,1723089967
348,fort mcmurray,56.7268,-111.381,18.77,45,0,2.06,CA,1723089981
349,bennett springs,-31.8581,115.9423,19.05,72,75,5.14,AU,1723089982
350,benguela,-12.5763,13.4055,19.71,85,57,3.09,AO,1723089982
351,santa cruz,-17.8,-63.1667,21.7,100,40,2.57,BO,1723089827
352,al kharijah,25.4514,30.5464,30.89,23,1,2.29,EG,1723089982
353,kapuskasing,49.4169,-82.4331,17.05,72,100,1.54,CA,1723089733
354,chonchi,-42.6128,-73.8092,3.56,97,20,0.53,CL,1723089735
355,masterton,-40.9597,175.6575,10.61,89,100,3.77,NZ,1723089978
356,lianshan,40.7643,120.8533,30.33,68,49,2.12,CN,1723089982
357,litayan,7.3358,124.0347,27.74,79,100,2.72,PH,1723089982
358,severo-yeniseyskiy,60.3725,93.0408,16.81,76,99,1.71,RU,1723089983
359,saint-philippe,-21.3585,55.7679,19.77,80,26,2.68,RE,1723089937
360,goundam,16.4145,-3.6708,30.84,60,100,10.06,ML,1723089983
361,kingscliff,-28.2667,153.5667,19.97,63,100,4.63,AU,1723089983
362,nuku'alofa,-21.1333,-175.2,22.19,73,40,6.69,TO,1723089848
363,fayzabad,37.1166,70.58,29.1,20,0,0.8,AF,1723089983
364,bazarak,35.3129,69.5152,23.04,13,0,1.24,AF,1723089983
365,fallon,39.4735,-118.7774,31.07,23,34,7.67,US,1723089984
366,faya-largeau,17.9257,19.1043,31.6,50,100,4.72,TD,1723089984
367,labrador city,52.9463,-66.9114,7.95,93,75,3.6,CA,1723089939
368,baiyin,36.5583,104.2081,20.91,81,100,2.34,CN,1723089984
369,takestan,36.0696,49.6959,21.07,59,25,4.81,IR,1723089984
370,vadso,70.0744,29.7487,16.09,67,0,0.0,NO,1723089953
371,chicoana,-25.1009,-65.5331,8.03,67,86,2.24,AR,1723089984
372,waingapu,-9.6567,120.2641,29.96,57,53,8.48,ID,1723089947
373,bulgan,48.8125,103.5347,19.63,73,100,2.29,MN,1723089985
374,la passe,45.5549,-0.8967,16.1,84,88,3.05,FR,1723089950
375,codrington,-38.2667,141.9667,12.96,70,100,8.55,AU,1723089967
376,tambura,5.6,27.4667,20.09,96,99,0.9,SS,1723089985
377,al jawf,29.5,38.75,24.88,39,1,3.15,SA,1723089985
378,loshnitsa,54.2789,28.7639,13.74,93,5,2.55,BY,1723089985
379,arar,30.9753,41.0381,28.01,12,0,5.14,SA,1723089985
380,tuzha,57.6062,47.936,15.49,94,99,2.86,RU,1723089985
381,koryazhma,61.3143,47.1691,12.92,87,98,2.49,RU,1723089902
382,grand falls-windsor,48.9332,-55.6649,11.95,82,3,3.44,CA,1723089671
383,usogorsk,63.4106,48.6872,14.98,51,8,2.51,RU,1723089953
384,myitkyina,25.3833,97.4,24.87,97,100,0.31,MM,1723089986
385,manokwari,-0.8667,134.0833,29.13,67,32,3.83,ID,1723089986
386,lake city,30.1897,-82.6393,27.14,94,0,2.57,US,1723089986
387,i-n-salah,27.1935,2.4607,31.65,15,0,6.41,DZ,1723089986
388,kerikeri,-35.2268,173.9474,14.95,88,88,0.89,NZ,1723089959
389,enewetak,11.3474,162.3373,28.89,75,82,4.73,MH,1723089932
390,walvis bay,-22.9575,14.5053,11.72,87,3,2.26,NA,1723089986
391,mikomeseng,2.1361,10.6132,20.13,95,99,0.61,GQ,1723089987
392,palora,-1.7,-77.9333,18.93,95,98,1.52,EC,1723089987
393,salinopolis,-0.6136,-47.3561,26.06,83,61,4.25,BR,1723089973
394,igarka,67.4667,86.5833,15.87,54,1,3.71,RU,1723089987
395,yaren,-0.5472,166.916,28.7,71,56,3.41,NR,1723089987
396,valdivia,-39.8142,-73.2459,3.05,98,0,0.91,CL,1723089932
397,andergrove,-21.0833,149.1833,24.16,78,19,6.72,AU,1723089980
398,praia da vitoria,38.7333,-27.0667,22.14,83,40,2.34,PT,1723089982
399,san fernando,15.0286,120.6898,32.85,62,94,5.56,PH,1723089988
400,tabou,4.423,-7.3528,23.37,80,100,3.49,CI,1723089988
401,nova sintra,14.8667,-24.7167,24.99,84,46,8.5,CV,1723089972
402,farah,32.5,62.5,31.5,10,0,1.21,AF,1723089988
403,baiti,13.745,-14.7482,23.73,97,100,2.49,SN,1723089988
404,lushun,38.8,121.2667,31.12,67,0,2.4,CN,1723089989
405,manado,1.487,124.8455,31.43,66,40,5.66,ID,1723089989
406,suva,-18.1416,178.4415,24.71,61,20,5.14,FJ,1723089964
407,vila do maio,15.1333,-23.2167,25.44,78,41,4.15,CV,1723089989
408,adligenswil,47.0652,8.3612,18.18,93,75,1.54,CH,1723089989
409,mwatate,-3.5029,38.3795,18.53,81,97,3.7,KE,1723089989
410,magadan,59.5667,150.8,14.88,76,20,3.36,RU,1723089989
411,nanga eboko,4.6833,12.3667,19.43,95,100,1.73,CM,1723089695
412,bom jardim,-7.7958,-35.5872,18.01,81,18,1.29,BR,1723089990
413,sao vicente,-23.9631,-46.3919,27.37,45,0,3.03,BR,1723089990
414,kulebaki,55.4133,42.5325,16.74,86,98,0.62,RU,1723089990
415,port douglas,-16.4833,145.4667,23.44,71,38,4.53,AU,1723089990
416,colares,38.7992,-9.4469,19.43,80,1,10.32,PT,1723089990
417,pasni,25.2631,63.471,28.0,77,99,0.73,PK,1723089990
418,pocone,-16.2567,-56.6228,24.57,33,0,2.77,BR,1723089990
419,tandil,-37.3217,-59.1332,5.38,94,100,7.14,AR,1723089506
420,kill devil hills,36.0307,-75.676,25.01,98,100,3.6,US,1723089964
421,rosoman,41.5161,21.9497,17.57,48,0,0.82,MK,1723089991
422,tongouson,5.0214,120.1328,28.02,73,100,2.87,PH,1723089991
423,camaqua,-30.8511,-51.8122,14.01,97,100,2.03,BR,1723089991
424,sumbawa besar,-8.5,117.4333,34.13,43,100,4.06,ID,1723089991
425,barra de santo antonio,-9.4047,-35.5072,20.6,80,8,3.52,BR,1723089991
426,kyzyl,51.7,94.45,23.58,36,78,1.41,RU,1723089991
427,vigan,17.5747,120.3869,28.85,85,94,6.89,PH,1723089991
428,san fernando de apure,7.8878,-67.4724,24.01,94,98,0.95,VE,1723089991
429,callao,-12.0667,-77.15,16.51,77,100,3.6,PE,1723089709
430,thunder bay,48.4001,-89.3168,16.99,94,100,3.6,CA,1723089989
431,amga,60.8953,131.9608,21.54,40,1,1.28,RU,1723089992
432,kuala tungkal,-0.8167,103.4667,31.53,54,89,1.93,ID,1723089992
433,presidente venceslau,-21.8761,-51.8439,20.81,38,0,1.99,BR,1723089992
434,solwezi,-12.1688,26.3894,11.76,46,13,1.84,ZM,1723089992
435,susuman,62.7833,148.1667,11.1,83,100,0.96,RU,1723089954
436,jincheng,35.5022,112.8328,27.37,76,93,3.02,CN,1723089992
437,pirallahi,40.4723,50.333,27.08,73,0,12.72,AZ,1723089992
438,ciudad constitucion,25.0369,-111.6644,27.97,62,46,5.46,MX,1723089992
439,floro,61.5996,5.0328,14.04,94,100,6.17,NO,1723089993
440,marka,1.7159,44.7717,24.73,82,70,5.36,SO,1723089993
441,archangelos,36.2149,28.1149,26.99,61,0,1.75,GR,1723089993
442,elkins,38.9259,-79.8467,22.39,90,0,1.34,US,1723089728
443,bodaybo,57.8506,114.1933,27.6,45,44,0.42,RU,1723089993
444,juye,35.3947,116.0883,31.52,72,56,0.63,CN,1723089993
445,ambon,-3.6954,128.1814,28.08,78,40,3.6,ID,1723089958
446,salekhard,66.53,66.6019,12.98,59,12,1.77,RU,1723089993
447,canutama,-6.5339,-64.3831,24.13,52,5,1.0,BR,1723089994
448,tetiiv,49.3767,29.6647,20.0,61,100,1.91,UA,1723089994
449,karratha,-20.7377,116.8463,27.28,24,12,3.09,AU,1723089963
450,monte argentario,42.4345,11.1195,24.31,88,37,2.05,IT,1723089994
451,santa rosa,14.3122,121.1114,30.61,81,68,6.98,PH,1723089994
452,san juan,-31.5375,-68.5364,4.8,66,91,7.43,AR,1723089994
453,esmeralda,21.8525,-78.1169,25.31,88,92,1.88,CU,1723089994
454,sao miguel do araguaia,-13.275,-50.1628,22.79,31,0,2.12,BR,1723089994
455,babolsar,36.7025,52.6576,26.18,74,98,5.73,IR,1723089994
456,shamakhi,40.6314,48.6414,23.66,59,55,0.81,AZ,1723089995
457,thurso,58.5927,-3.5259,12.7,81,58,8.18,GB,1723089995
458,colonia,50.9333,6.95,18.23,86,0,1.54,DE,1723089701
459,shetpe,44.1667,52.1167,27.6,40,8,12.05,KZ,1723089995
460,jorpeland,59.0225,6.0408,16.19,96,93,4.14,NO,1723089995
461,elliot lake,46.3834,-82.6331,12.89,61,94,0.9,CA,1723089995
462,mili,6.0815,171.735,27.68,71,100,0.83,MH,1723089995
463,revda,56.801,59.9303,11.7,93,80,3.23,RU,1723089995
464,alofi,-19.0595,-169.9187,22.94,68,75,6.69,NU,1723089963
465,ribeira brava,32.65,-17.0667,23.35,71,22,0.93,PT,1723089996
466,lata,40.1629,-8.3327,16.71,97,26,0.54,PT,1723089950
467,quartu sant'elena,39.2419,9.1839,25.58,41,0,1.79,IT,1723089996
468,richards bay,-28.783,32.0377,15.99,86,27,4.52,ZA,1723089822
469,tolanaro,-25.0319,46.9987,21.04,83,75,5.14,MG,1723089940
470,takoradi,4.8845,-1.7554,22.38,92,100,3.65,GH,1723089996
471,belmonte,-15.8631,-38.8828,22.48,67,60,1.8,BR,1723089996
472,bodo,67.28,14.405,19.41,72,0,9.26,NO,1723089996
473,guymon,36.6828,-101.4816,31.0,29,40,4.63,US,1723089997
474,timimoun,29.2639,0.231,33.21,16,0,8.23,DZ,1723089997
475,fray luis beltran,-39.3167,-65.7667,4.16,71,100,3.99,AR,1723089997
476,belyy yar,53.6039,91.3903,20.94,78,20,3.0,RU,1723089997
477,genlis,47.242,5.2242,18.96,88,0,2.06,FR,1723089997
478,kudahuvadhoo,2.6708,72.8944,26.82,79,100,4.64,MV,1723089981
479,nasir,15.5894,32.5634,27.56,68,92,4.46,SD,1723089999
480,glowno,51.9646,19.7157,18.88,90,100,2.6,PL,1723089999
481,pampierstad,-27.7832,24.6877,11.77,51,9,5.81,ZA,1723089999
482,dalandzadgad,43.5708,104.425,27.89,32,100,5.25,MN,1723089935
483,megion,61.0296,76.1136,13.01,59,100,5.54,RU,1723089937
484,bonthe,7.5264,-12.505,24.68,82,100,4.67,SL,1723089944
485,mezhdurechenskiy,59.6,65.9333,14.77,60,6,3.15,RU,1723090000
486,cold lake,54.4502,-110.2017,15.97,51,20,2.06,CA,1723090000
487,bougouni,11.417,-7.479,23.1,95,99,2.34,ML,1723090000
488,paphos,34.7667,32.4167,23.88,46,20,3.09,CY,1723089647
489,chengde,40.9725,117.9361,29.94,59,100,1.6,CN,1723090000
490,odessa,46.4775,30.7326,23.6,53,9,2.41,UA,1723089811
491,gediz,39.0417,29.41,16.25,72,0,2.87,TR,1723090000
492,timbuktu,16.7735,-3.0074,30.17,62,100,10.13,ML,1723090001
493,tinogasta,-28.0632,-67.5649,4.25,71,87,1.07,AR,1723090001
494,eastham,41.8301,-69.9739,17.75,92,100,2.74,US,1723090001
495,nova vicosa,-17.8919,-39.3719,21.16,73,0,2.97,BR,1723089935
496,las palmas,28.4204,-14.0131,21.44,78,100,7.72,ES,1723090001
497,ulladulla,-35.35,150.4667,19.87,49,5,6.63,AU,1723089961
498,ola,59.5833,151.2833,14.29,79,44,3.67,RU,1723089944
499,tanumah,27.1,44.1333,30.87,11,71,4.12,SA,1723090001
500,hadibu,12.65,54.0333,25.79,84,55,8.56,YE,1723090002
501,rio grande,-32.035,-52.0986,13.3,91,71,3.4,BR,1723090002
502,hajin,34.6927,40.827,30.32,34,0,6.71,SY,1723090002
503,alo,6.5486,4.2686,23.79,86,99,3.65,NG,1723090002
504,kovdor,67.5662,30.4758,12.99,50,6,1.57,RU,1723089944
505,ostersund,63.1792,14.6357,16.45,100,100,5.66,SE,1723090002
506,noshiro,40.2039,140.0242,26.64,65,35,3.19,JP,1723090002
507,lerwick,60.1545,-1.1494,12.0,89,95,12.71,GB,1723089961
508,barbacoas,1.6715,-78.1398,23.98,95,100,0.21,CO,1723090003
509,birobidzhan,48.8,132.95,26.0,75,91,0.44,RU,1723090003
510,nema,57.5067,50.5011,15.68,94,78,3.2,RU,1723089985
511,acapulco de juarez,16.8634,-99.8901,29.9,74,75,5.14,MX,1723090003
512,prince rupert,54.3161,-130.3201,14.99,93,32,1.17,CA,1723090003
513,gebeit,21.0667,36.3167,26.1,67,15,2.85,SD,1723090003
514,novodvinsk,64.4165,40.8122,11.86,58,7,1.73,RU,1723090003
515,puerto morazan,12.8504,-87.1717,25.25,92,96,0.68,NI,1723090003
516,shanhaiguan,39.9988,119.7564,30.12,69,76,2.41,CN,1723090004
517,birao,10.2849,22.7882,21.95,96,100,1.48,CF,1723090004
518,oranjemund,-28.55,16.4333,10.19,86,0,2.98,NA,1723090004
519,tarnogskiy gorodok,60.4997,43.5761,12.94,90,100,2.02,RU,1723090004
520,ebon,4.582,168.6964,27.35,75,100,1.55,MH,1723089974
521,isangel,-19.55,169.2667,26.06,53,75,3.09,VU,1723090004
522,talakan,50.3167,130.3667,24.64,78,26,3.06,RU,1723090004
523,mana,5.6592,-53.7767,24.84,91,68,3.57,GF,1723089963
524,sao lourenco do sul,-31.3653,-51.9783,13.73,93,100,2.43,BR,1723090005
525,uromi,6.7,6.3333,19.56,98,78,1.41,NG,1723090005
526,boca suno,-0.7167,-77.1333,23.49,81,37,0.86,EC,1723090005
527,kincardine,56.0667,-3.7167,13.88,85,100,4.41,GB,1723090005
528,ciudad lazaro cardenas,17.9583,-102.2,27.86,81,100,2.84,MX,1723090005
529,tralee,52.2704,-9.7026,14.72,96,97,1.8,IE,1723090005
530,santa luzia,-19.7697,-43.8514,19.5,74,0,1.55,BR,1723089964
531,maloye ganyushkino,46.6,49.2667,29.45,33,66,3.33,KZ,1723090006
532,margate,51.3813,1.3862,14.94,86,33,4.67,GB,1723089705
533,sungai raya,0.7,108.9,32.12,57,17,1.37,ID,1723090006
534,kievka,50.2619,71.5514,25.18,50,43,1.47,KZ,1723090006
535,las khorey,11.1595,48.1967,31.49,58,6,2.68,SO,1723090006
536,mizan teferi,6.9833,35.5833,17.18,85,64,1.08,ET,1723090006
537,yemva,62.59,50.8594,14.87,53,0,2.97,RU,1723089952
538,bethanie,-26.4833,17.15,8.97,32,7,2.55,NA,1723090007
539,plastun,44.7561,136.2939,27.07,64,44,2.46,RU,1723089987
540,aleksandrow lodzki,51.8196,19.3038,18.42,76,0,1.03,PL,1723090007
541,kutum,14.2,24.6667,20.81,87,100,4.03,SD,1723090007
542,ingeniero guillermo n. juarez,-23.9,-61.85,11.92,63,10,3.33,AR,1723090007
543,dul'durga,50.6761,113.5931,25.32,43,89,1.43,RU,1723090007
544,koudougou,12.25,-2.3667,23.86,92,100,6.32,BF,1723090007
545,karlskrona,56.1616,15.5866,17.25,89,86,3.8,SE,1723090008
546,tromso,69.6496,18.957,17.01,59,0,1.54,NO,1723089957
547,saint joseph,39.7686,-94.8466,22.36,83,0,3.74,US,1723089882
548,shar,49.5886,81.0453,31.34,24,98,5.82,KZ,1723090008
549,sillanwali,31.8261,72.5398,31.84,66,87,3.58,PK,1723090008
550,tra mhor,52.1624,-7.1524,15.96,81,99,4.02,IE,1723090008
551,tantou,26.0314,119.5986,33.13,62,79,2.73,CN,1723090008
552,selebi-phikwe,-21.979,27.8498,11.69,90,0,2.38,BW,1723090009
